Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Wawa,956,39.794856,-74.921951,1,rooftop,401,State Highway 73,Berlin,NJ,Camden County,08009,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,101,40.764325,-79.528037,1,rooftop,509,Main St,Ford City,PA,Armstrong County,16226,US,Armstrong
Wawa,5153,28.552935,-81.333758,1,rooftop,4100,E Colonial Dr,Orlando,FL,Orange County,32803,US,Orange County
Wawa,985,40.696158,-75.175659,1,rooftop,411,Roseberry St,Phillipsburg,NJ,Warren County,08865,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,663,36.033035,-79.956447,1,rooftop,4112,Brian Jordan Pl,High Point,NC,Guilford County,27265,US,Guilford
Wawa,143,40.22858,-75.405701,0.98,nearest_street,4315,W Skippack Pike,Skippack,PA,Montgomery County,19474,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8109,40.320692,-75.935424,1,rooftop,413,Lancaster Ave,Reading,PA,Berks County,19611,US,Berks
Wawa,959,40.035714,-74.922775,1,rooftop,4167,S Us Highway 130,Beverly,NJ,Burlington County,08010,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,269,40.131199,-76.21814,1,rooftop,4179,Oregon Pike,Ephrata,PA,Lancaster County,17522,US,Lancaster
Wawa,8332,39.677102,-75.494733,1,rooftop,418,N Broadway,Pennsville,NJ,Salem County,08070,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,729,38.987237,-74.829145,1,rooftop,410,W Rio Grande Ave,Wildwood,NJ,Cape May County,08260,US,Cape May
Sheetz,232,40.120639,-77.190362,1,rooftop,413,N Baltimore Ave,Mount Holly Springs,PA,Cumberland County,17065,US,Cumberland
Sheetz,565,37.554701,-77.941779,1,rooftop,4201,Anderson Hwy,Powhatan,VA,Powhatan County,23139,US,Virginia Geographic Information Network (VGIN)
Wawa,973,39.814567,-74.989149,1,rooftop,421,S White Horse Pike,Clementon,NJ,Camden County,08021,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,568,38.595242,-76.937373,1,rooftop,4210,Crain Hwy,White Plains,MD,Charles County,20695,US,Statewide
Wawa,975,39.738624,-75.042326,1,rooftop,4231,State Highway 42,Blackwood,NJ,Gloucester County,08012,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5280,28.61111,-81.278783,1,rooftop,4984,Hall Rd,Orlando,FL,Orange County,32817,US,Orange County
Wawa,914,40.435701,-74.422442,1,rooftop,426,Ryders Ln,East Brunswick,NJ,Middlesex County,08816,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,941,39.445437,-74.629354,1,rooftop,4262,Black Horse Pike,Mays Landing,NJ,Atlantic County,08330,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,200,39.633462,-77.409994,1,rooftop,426,N Church St,Thurmont,MD,Frederick County,21788,US,Frederick County
Sheetz,649,38.945979,-77.520155,1,rooftop,42855,Yardley Ridge Dr,Sterling,VA,Loudoun County,20166,US,Loudoun
Sheetz,129,39.634124,-78.764448,1,rooftop,419,Virginia Ave,Cumberland,MD,Allegany County,21502,US,Allegany
Sheetz,233,40.048205,-76.722812,1,rooftop,4309,N George St,Manchester,PA,York County,17345,US,York
Sheetz,356,36.056932,-79.889114,1,rooftop,4319,W Wendover Ave,Greensboro,NC,Guilford County,27407,US,Guilford
Sheetz,427,38.410775,-82.487156,1,rooftop,432,US 60,Huntington,WV,Cabell County,25704,US,Statewide
Wawa,5106,28.098103,-81.974647,1,rooftop,4320,Us Highway 98 N,Lakeland,FL,Polk County,33805,US,MapWise (and individual Florida counties)
Sheetz,494,38.449791,-81.904778,1,rooftop,48,Lincoln St,Scott Depot,WV,Putnam County,25560,US,Statewide
Wawa,8082,39.915689,-75.381314,0.99,nearest_street,465,Baltimore Ave,Media,PA,Delaware County,19063,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,435,41.58003,-81.212768,1,rooftop,108,Wilson Mills Rd,Chardon,OH,Geauga County,44024,US,Geauga
Sheetz,352,40.052746,-78.510381,1,rooftop,4354,Business 220,Bedford,PA,Bedford County,15522,US,Bedford
Wawa,5230,28.228884,-81.64891,1,rooftop,43582,Us Highway 27 N,Davenport,FL,Polk County,33837,US,MapWise (and individual Florida counties)
Wawa,457,39.816898,-74.76074,1,rooftop,436,Oakshade Rd,Vincentown,NJ,Burlington County,08088,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,252,39.996618,-75.074324,1,rooftop,4371,Richmond St,Philadelphia,PA,Philadelphia County,19137,US,Philadelphia
Sheetz,430,40.467592,-78.756334,1,rooftop,4375,Admiral Peary Hwy,Ebensburg,PA,Cambria County,15931,US,Cambria
Wawa,690,36.82238,-76.12617,1,rooftop,4377,Holland Rd,Virginia Beach,VA,Virginia Beach city,23462,US,Virginia Beach
Wawa,5143,28.3046,-81.457361,1,rooftop,4397,W Vine St,Kissimmee,FL,Osceola County,34746,US,MapWise (and individual Florida counties)
Wawa,59,40.241652,-74.837104,1,rooftop,44,S Main St,Morrisville,PA,Bucks County,19067,US,Bucks
Wawa,8317,40.536404,-74.297672,1,rooftop,440,King Georges Post Rd,Woodbridge,NJ,Middlesex County,07095,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,658,36.09012,-79.701166,1,rooftop,200,Willowlake Rd,Greensboro,NC,Guilford County,27405,US,NC Geographic Information Coordinating Council
Sheetz,585,38.355933,-81.724626,1,rooftop,407,McDonald Ave,Charleston,WV,Kanawha County,25309,US,Statewide
Wawa,5278,26.179403,-80.251979,1,rooftop,4401,N University Dr,Fort Lauderdale,FL,Broward County,33319,US, Loveland
Wawa,5279,28.47996,-81.332442,1,rooftop,4408,Hoffner Ave,Orlando,FL,Orange County,32812,US,Orange County
Wawa,5283,28.120464,-80.700385,1,rooftop,4539,Eau Gallie Blvd W,Melbourne,FL,Brevard County,32934,US, Loveland
Sheetz,546,39.398826,-78.002537,1,rooftop,4430,Winchester Ave,Martinsburg,WV,Berkeley County,25405,US,Statewide
Wawa,958,39.828844,-74.200302,1,rooftop,444,S Main St,Forked River,NJ,Ocean County,08731,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5178,27.499199,-82.508272,1,rooftop,4455,E Sr 64,Bradenton,FL,Manatee County,34208,US, Loveland
Wawa,5140,28.679907,-81.521101,1,rooftop,426,Old Dixie Hwy,Apopka,FL,Orange County,32712,US,Orange County
Sheetz,553,39.759913,-77.728281,1,rooftop,45,Antrim Commons Dr,Greencastle,PA,Franklin County,17225,US,Franklin
Sheetz,530,41.214016,-76.763619,0.99,rooftop,3326,Rt 405 Hwy,Muncy,PA,Lycoming County,17756,US,Lycoming
Wawa,486,39.57232,-75.053086,1,rooftop,450,Delsea Dr,Malaga,NJ,Gloucester County,08328,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5203,27.445404,-82.5049,1,rooftop,4506,53rd Ave E,Bradenton,FL,Manatee County,34203,US,Manatee
Wawa,240,40.018842,-75.097062,1,rooftop,4510,Castor Ave,Philadelphia,PA,Philadelphia County,19124,US,Philadelphia
Wawa,8038,40.231898,-75.52797,0.98,nearest_street,874,N Lewis Rd,Royersford,PA,Montgomery County,19468,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,664,38.289799,-77.538103,1,rooftop,4527,Plank Rd,Fredericksburg,VA,Spotsylvania County,22407,US,Virginia Geographic Information Network (VGIN)
Wawa,784,40.332573,-74.246201,1,rooftop,455,County Route 520,Marlboro,NJ,Monmouth County,07746,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,378,39.790844,-74.19527,1,rooftop,452,Us Highway 9,Waretown,NJ,Ocean County,08758,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,831,39.735254,-75.691239,1,rooftop,4555,Linden Hill Rd,Wilmington,DE,New Castle County,19808,US,New Castle
Sheetz,622,38.978158,-77.425598,1,rooftop,45550,Dulles Plz,Sterling,VA,Loudoun County,20166,US,Loudoun
Sheetz,57,40.007116,-79.070656,1,rooftop,450,E Main St,Somerset,PA,Somerset County,15501,US,Somerset
Sheetz,328,41.024109,-80.736306,1,rooftop,4585,Boardman Canfield Rd,Canfield,OH,Mahoning County,44406,US,Mahoning
Sheetz,515,40.351025,-80.022557,1,rooftop,4599,Library Rd,Bethel Park,PA,Allegheny County,15102,US,Allegheny
Wawa,11,39.952438,-75.256886,0.98,nearest_street,466,S 69th St,Upper Darby,PA,Delaware County,19082,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,653,38.264415,-77.494269,1,rooftop,4625,Harrison Rd,Fredericksburg,VA,Spotsylvania County,22408,US,Spotsylvania
Wawa,396,39.864876,-75.099286,1,rooftop,109,Edgewood Ave,Bellmawr,NJ,Camden County,08031,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,780,39.736607,-75.071441,1,rooftop,468,Hurffville Crosskeys,Sewell,NJ,Gloucester County,08080,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,297,41.233855,-75.866283,0.98,nearest_street,455,Wilkes Barre Township Blvd,Wilkes-Barre,PA,Luzerne County,18702,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,580,40.240633,-76.803057,1,nearest_street,,I 283,Harrisburg,PA,Dauphin County,17111,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,868,39.686669,-75.678235,1,rooftop,4657,Ogletown Stanton Rd,Newark,DE,New Castle County,19713,US,New Castle
Sheetz,536,35.848864,-78.587501,1,rooftop,2710,E Millbrook Rd,Raleigh,NC,Wake County,27604,US,Wake
Wawa,5218,28.812149,-81.33366,1,rooftop,4660,W 46 Sr,Sanford,FL,Seminole County,32771,US,MapWise (and individual Florida counties)
Sheetz,289,40.327161,-76.039645,1,rooftop,4661A,Penn Ave,Reading,PA,Berks County,19608,US,Berks
Wawa,165,40.105584,-74.915546,1,rooftop,4662,Bensalem Blvd,Bensalem,PA,Bucks County,19020,US,Bucks
Sheetz,245,42.072925,-80.181948,1,rooftop,4662,W Ridge Rd,Erie,PA,Erie County,16506,US,Erie
Wawa,938,40.136704,-74.225488,1,rooftop,4690,Us Highway 9 S,Howell,NJ,Monmouth County,07731,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,377,40.186631,-79.81768,0.99,nearest_street,,Pa 51,Belle Vernon,PA,Westmoreland County,15012,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,935,39.707387,-74.252804,0.99,rooftop,470,Main St,Manahawkin,NJ,Ocean County,08050,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5103,28.480029,-81.287932,1,rooftop,4700,S Goldenrod Rd,Orlando,FL,Orange County,32822,US,Orange County
Sheetz,204,40.42415,-79.666649,0.99,nearest_street,,Us 22,Murrysville,PA,Westmoreland County,15668,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8042,39.875737,-75.393875,0.98,nearest_street,4750,Edgmont Ave,Brookhaven,PA,Delaware County,19015,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8632,36.742845,-76.225995,1,rooftop,471,Kempsville Rd,Chesapeake,VA,Chesapeake city,23320,US,City of Chesapeake
Wawa,215,40.324406,-75.060173,1,rooftop,4712,York Rd,Buckingham,PA,Bucks County,18912,US,Bucks
Sheetz,582,40.435139,-79.732964,1,rooftop,4723,William Penn Hwy,Monroeville,PA,Allegheny County,15146,US,Allegheny
Sheetz,548,36.166385,-79.717394,1,rooftop,3703,Anita Ln,Greensboro,NC,Guilford County,27405,US,Guilford
Wawa,5238,26.154248,-81.751402,1,rooftop,4787,Radio Rd,Naples,FL,Collier County,34104,US,Collier
Wawa,675,36.904849,-76.136442,1,rooftop,4800,Shore Dr,Virginia Beach,VA,Virginia Beach city,23455,US,Virginia Geographic Information Network (VGIN)
Sheetz,361,35.898964,-78.556173,1,rooftop,8800,Wadford Dr,Raleigh,NC,Wake County,27616,US,Wake
Sheetz,367,42.150455,-79.993946,1,rooftop,4801,Buffalo Rd,Erie,PA,Erie County,16510,US,Erie
Wawa,8403,39.7491,-75.127021,1,rooftop,485,Woodbury Glassboro Rd,Sewell,NJ,Gloucester County,08080,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5257,30.253612,-81.536735,1,rooftop,4866,Gate Pkwy,Jacksonville,FL,Duval County,32246,US,Duval
Wawa,8059,39.848856,-75.438406,0.99,nearest_street,447,Us Hwy 322,Aston,PA,Delaware County,19014,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,21,40.299096,-78.911647,1,rooftop,500,Central Ave,Johnstown,PA,Cambria County,15902,US,Cambria
Wawa,287,40.566453,-75.552385,1,rooftop,4900,Hamilton Blvd,Allentown,PA,Lehigh County,18106,US,Lehigh
Wawa,418,39.881553,-74.922235,1,rooftop,491,State Highway 73,Marlton,NJ,Burlington County,08053,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,413,40.116326,-77.038815,1,rooftop,493,N Rt 15th Rd,Dillsburg,PA,York County,17019,US,York
Sheetz,128,40.704432,-80.278097,1,rooftop,493,Adams St,Rochester,PA,Beaver County,15074,US,Beaver
Sheetz,335,40.861231,-79.967208,1,rooftop,105,Lawrence Ave,Butler,PA,Butler County,16001,US,Butler
Sheetz,29,40.430828,-79.264573,0.99,nearest_street,1,E Market St,Blairsville,PA,Indiana County,15717,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,205,40.050529,-75.5247,1,rooftop,5,Matthews Rd,Media,PA,Chester County,19063,US,Chester
Sheetz,147,39.410431,-79.40515,1,rooftop,5,N 3rd St,Oakland,MD,Garrett County,21550,US,Statewide
Wawa,8325,39.949213,-75.027529,1,rooftop,51,Haddonfield Rd,Cherry Hill,NJ,Camden County,08002,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8086,39.989166,-75.402659,0.98,nearest_street,55,N Newtown Street Rd,Newtown Square,PA,Delaware County,19073,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,204,40.178866,-75.105749,0.99,nearest_street,4,N York Rd,Hatboro,PA,Montgomery County,19040,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,853,39.282471,-75.594162,1,rooftop,500,Jimmy Dr,Smyrna,DE,Kent County,19977,US,Kent
Sheetz,662,41.41387,-75.671264,0.99,rooftop,400,7th Ave,Scranton,PA,Lackawanna County,18503,US,Lackawanna
Wawa,8336,39.936294,-75.047933,1,rooftop,500,State Highway 38,Cherry Hill,NJ,Camden County,08002,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8605,37.524584,-77.329229,1,rooftop,500,S Airport Dr,Montrose Heights,VA,Henrico County,23231,US,Virginia Geographic Information Network (VGIN)
Sheetz,330,40.673821,-75.51613,1,rooftop,5001,Macarthur Rd,Whitehall,PA,Lehigh County,18052,US,Lehigh
Wawa,8027,39.865428,-75.428045,0.98,nearest_street,221,Pennell Rd,Aston,PA,Delaware County,19014,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,226,40.387137,-75.926973,1,rooftop,501,E Bellevue Ave,Reading,PA,Berks County,19605,US,Berks
Wawa,942,39.494112,-75.04234,1,rooftop,501,N Delsea Dr,Vineland,NJ,Cumberland County,08360,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8304,40.016565,-74.952366,1,rooftop,5010,Us Highway 130,Riverside,NJ,Burlington County,08075,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,9,39.921362,-75.298729,0.98,nearest_street,506,Mildred Ave,Primos,PA,Delaware County,19018,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,433,39.319515,-74.591405,1,rooftop,502,Shore Rd,Somers Point,NJ,Atlantic County,08244,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,641,36.188278,-80.277932,1,rooftop,5030,Raven Rd,Winston-Salem,NC,Forsyth County,27105,US,Forsyth
Wawa,5124,28.256279,-81.48435,1,rooftop,5035,S Orange Blossom Trl,Kissimmee,FL,Osceola County,34758,US, Loveland
Wawa,8618,36.794581,-76.167615,1,rooftop,5048,Ferrell Pkwy,Virginia Beach,VA,Virginia Beach city,23464,US,Virginia Geographic Information Network (VGIN)
Wawa,8338,40.86236,-74.036273,1,rooftop,505,S,Hackensack,NJ,Bergen County,07601,US,Bergen
Sheetz,481,35.804096,-78.420709,1,rooftop,501,Wendell Blvd,Wendell,NC,Wake County,27591,US,NC Geographic Information Coordinating Council
Wawa,34,39.844648,-75.717627,1,rooftop,504,W Cypress St,Kennett Square,PA,Chester County,19348,US,Chester
Sheetz,342,40.792528,-81.445366,1,rooftop,5064,Tuscarawas St W,Canton,OH,Stark County,44708,US,Stark
Wawa,166,40.301288,-75.853476,1,rooftop,5060,Perkiomen Ave,Reading,PA,Berks County,19606,US,Berks
Sheetz,661,40.300781,-79.490312,0.98,nearest_street,5064,Us Hwy 30,Greensburg,PA,Westmoreland County,15601,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8305,39.82266,-75.239904,1,rooftop,260,Lodge Ave,Paulsboro,NJ,Gloucester County,08066,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,240,39.295437,-77.844594,1,rooftop,51,Flowing Springs Rd,Charles Town,WV,Jefferson County,25414,US,Jefferson
Wawa,35,39.882638,-75.346356,0.98,nearest_street,1300,6th Ave,Woodlyn,PA,Delaware County,19094,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8622,38.716671,-77.80884,1,rooftop,510,Frost Ave,Warrenton,VA,Fauquier County,20186,US,Warrenton
Wawa,969,39.391443,-74.637828,0.99,rooftop,5100,English Creek Ave,Egg Harbor Township,NJ,Atlantic County,08234,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,324,41.135912,-81.735528,1,rooftop,1344,Medina Rd,Wadsworth,OH,Medina County,44281,US,Medina
Wawa,984,39.744846,-74.994389,0.99,rooftop,501,Cross Keys Berlin Rd,Sicklerville,NJ,Camden County,08081,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,652,37.344619,-76.523305,1,rooftop,5120,George Washington Memorial Hwy,Hayes,VA,Gloucester County,23072,US,Virginia Geographic Information Network (VGIN)
Wawa,8026,41.055502,-75.094118,1,rooftop,5121,Milford Rd,East Stroudsburg,PA,Monroe County,18301,US,Monroe
Wawa,970,39.408169,-74.521314,1,rooftop,513,W Delilah Rd,Pleasantville,NJ,Atlantic County,08232,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8051,40.564355,-76.007812,1,rooftop,515,Lowland Rd,Hamburg,PA,Berks County,19526,US,Berks
Wawa,8501,39.455729,-76.826123,1,rooftop,516,Main St,Reisterstown,MD,Baltimore County,21136,US,Baltimore
Wawa,247,39.941926,-75.14628,1,rooftop,511,S Philip St,Philadelphia,PA,Philadelphia County,19147,US,Philadelphia
Sheetz,355,36.164347,-80.137025,1,rooftop,5198,Reidsville Rd,Walkertown,NC,Forsyth County,27051,US,NC Geographic Information Coordinating Council
Wawa,57,40.041556,-75.485736,1,rooftop,54,W Lancaster Ave,Paoli,PA,Chester County,19301,US,Chester
Sheetz,371,35.793216,-78.548588,1,rooftop,1090,N Rogers Ln,Raleigh,NC,Wake County,27610,US,NC Geographic Information Coordinating Council
Wawa,925,39.446097,-74.702792,1,rooftop,5201,Harding Hwy,Mays Landing,NJ,Atlantic County,08330,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,527,40.218639,-76.978853,1,rooftop,5201,Simpson Ferry Rd,Mechanicsburg,PA,Cumberland County,17050,US,Cumberland
Wawa,5224,27.387325,-82.465536,1,rooftop,5208,University Pkwy,Sarasota,FL,Sarasota County,34243,US,Sarasota
Wawa,753,39.343314,-74.471353,1,rooftop,5212,Ventnor Ave,Ventnor City,NJ,Atlantic County,08406,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,184,40.140482,-74.875108,1,rooftop,5220,New Falls Rd,Levittown,PA,Bucks County,19056,US,Bucks
Wawa,965,39.934032,-75.069231,1,rooftop,4950,Marlton Pike,Merchantville,NJ,Camden County,08109,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,568,36.093698,-80.369917,1,rooftop,5230,Beauchamp Ln,Winston Salem,NC,Forsyth County,27104,US,NC Geographic Information Coordinating Council
Wawa,655,37.604606,-77.453968,1,rooftop,5231,Brook Rd,Richmond,VA,Henrico County,23227,US,Henrico
Sheetz,550,40.278323,-78.844851,1,rooftop,524,Town Centre Dr,Johnstown,PA,Cambria County,15904,US,Cambria
